City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
373,tuatapere,92,NZ,1518301659,97,-46.13,167.69,61.92,4.61
374,sisimiut,24,GL,1518301660,76,66.94,-53.67,-18.28,2.37
375,chernyshevskiy,36,RU,1518301660,55,63.01,112.47,-11.39,4.72
376,williston,1,US,1518299520,65,48.15,-103.62,6.8,12.75
377,marinette,1,US,1518299760,44,45.1,-87.63,17.6,5.82
378,qasigiannguit,32,GL,1518299400,76,68.82,-51.19,-5.81,21.92
379,grevena,92,GR,1518301662,100,40.09,21.43,35.05,4.5
380,tilik,36,PH,1518301662,98,13.81,120.2,80.32,11.21
381,tornio,90,FI,1518299400,92,61.12,27.27,21.2,5.82
382,pamatawan,40,PH,1518296400,83,14.93,120.21,75.2,4.7
383,kiama,0,AU,1518296400,47,-34.67,150.86,80.6,11.41
384,masuda,75,JP,1518296100,64,34.68,131.85,39.2,10.29
385,moose factory,1,CA,1518300000,50,51.26,-80.61,5.0,6.93
386,bethel,90,US,1518299580,69,60.79,-161.76,37.4,8.05
387,jawhar,0,IN,1518301665,89,19.91,73.23,56.02,2.59
388,marsaxlokk,40,MT,1518299100,66,35.84,14.54,51.8,17.22
389,goundam,0,ML,1518301666,40,16.42,-3.66,63.45,11.65
390,acapulco,40,MX,1518299160,74,16.86,-99.88,86.0,6.93
391,marzuq,0,YE,1518301667,55,14.4,46.47,42.75,0.47
392,hay river,75,CA,1518300000,69,60.82,-115.79,-7.61,5.82
393,katherine,8,AU,1518300000,94,-14.47,132.26,75.2,4.5
394,scottsbluff,20,US,1518299580,67,41.87,-103.67,17.6,2.82
395,chuy,44,UY,1518301668,76,-33.69,-53.46,72.85,10.98
396,hyeres,0,FR,1518300000,60,43.12,6.14,39.2,4.7
397,haines junction,0,CA,1518301668,58,60.75,-137.51,-8.56,2.37
398,tura,36,IN,1518301669,79,25.52,90.21,51.03,1.81
399,sawakin,0,SD,1518300000,41,19.1,37.33,75.2,5.82
400,pacifica,40,US,1518299760,52,37.61,-122.49,73.4,16.11
401,ust-omchug,68,RU,1518301670,71,61.13,149.63,-18.23,2.59
402,vestmanna,48,FO,1518299400,74,62.16,-7.17,33.8,25.28
403,hokitika,92,NZ,1518301670,100,-42.72,170.96,66.55,10.42
404,aykhal,44,RU,1518301670,48,65.95,111.51,-9.23,4.38
405,port moresby,40,PG,1518296400,88,-9.47,147.16,77.0,5.82
406,egvekinot,64,RU,1518301671,90,66.32,-179.17,15.7,2.59
407,magole,92,TZ,1518301672,86,-6.37,37.37,71.82,6.51
408,lagoa,0,PT,1518300000,62,37.14,-8.45,51.8,3.36
409,jinchang,0,CN,1518301672,57,38.52,102.19,1.12,4.94
410,ornskoldsvik,80,SE,1518299400,92,63.29,18.72,30.2,11.41
411,east angus,90,CA,1518300000,92,45.48,-71.66,28.4,2.24
412,champoton,40,MX,1518299040,62,19.35,-90.72,84.2,11.41
413,carballo,75,ES,1518298200,100,43.21,-8.69,48.2,4.7
414,muroto,75,JP,1518297000,80,33.37,134.14,39.2,4.7
415,nouakchott,64,MR,1518301674,85,18.08,-15.98,67.23,12.44
416,magadan,90,RU,1518300000,84,59.56,150.8,-0.41,4.47
417,verkhnyaya inta,80,RU,1518301675,82,65.99,60.32,12.01,2.59
418,beaverlodge,90,CA,1518300000,61,55.21,-119.43,15.8,2.24
419,las cruces,0,CL,1518300000,49,-33.5,-71.62,80.6,14.99
420,mackay,40,CA,1518300000,62,53.65,-115.58,26.6,19.46
421,copiapo,75,CL,1518300000,64,-27.37,-70.33,69.8,10.29
422,alice springs,0,AU,1518300000,15,-23.7,133.88,89.6,10.29
423,santiago del estero,80,AR,1518301677,85,-27.8,-64.26,78.07,6.4
424,dehloran,24,IR,1518301677,76,32.69,47.27,50.22,4.5
425,tabory,68,PL,1518301677,88,53.89,19.53,11.7,4.72
426,virginia beach,90,US,1518300180,82,36.85,-75.98,66.2,6.93
427,erenhot,24,CN,1518301678,48,43.65,111.97,-4.64,13.67
428,niquero,0,CU,1518301679,85,20.04,-77.58,81.76,20.04
429,hat yai,20,TH,1518298200,100,7.0,100.46,68.0,4.61
430,moron,40,VE,1518300000,74,10.49,-68.2,80.6,3.71
431,kaliua,8,TZ,1518301680,83,-5.06,31.79,68.89,1.92
432,faya,0,SA,1518300000,24,18.39,42.45,57.2,4.7
433,presidente medici,48,BR,1518301680,86,-11.18,-61.9,81.85,3.6
434,bonavista,64,CA,1518301468,90,48.65,-53.11,31.32,25.64
435,taltal,0,CL,1518301681,52,-25.41,-70.49,73.21,5.73
436,akcaabat,75,TR,1518299400,93,41.02,39.57,48.2,8.05
437,aanekoski,90,FI,1518299400,92,62.6,25.73,17.6,3.36
438,ende,56,ID,1518301591,100,-8.84,121.65,79.65,8.52
439,oktyabrskiy,90,RU,1518300000,85,55.61,37.97,24.8,8.95
440,mehamn,76,NO,1518301683,89,71.03,27.85,27.18,17.58
441,brownsville,75,US,1518299580,78,25.91,-97.49,77.0,19.46
442,sulphur,90,US,1518300900,100,30.24,-93.38,66.2,13.87
443,druzhba,76,UA,1518301684,93,49.36,25.65,22.36,3.94
444,falam,48,MM,1518301685,85,22.91,93.68,47.79,1.7
445,come,20,BJ,1518300000,83,6.41,1.88,84.2,12.75
446,conceicao da barra,8,BR,1518301386,93,-18.59,-39.73,79.6,10.65
447,mosquera,40,CO,1518300000,55,4.71,-74.23,64.4,9.17
448,ouallam,8,NE,1518301687,24,14.32,2.08,72.04,8.63
449,sangar,0,RU,1518301687,63,63.92,127.47,-34.7,1.81
450,alta floresta,80,BR,1518301687,85,-9.87,-56.08,79.65,2.04
451,camopi,92,GF,1518301688,93,3.17,-52.33,75.24,3.83
452,alofi,100,NU,1518301473,100,-19.06,-169.92,80.64,36.48
453,panorama,56,BR,1518301688,99,-21.35,-51.86,73.62,4.94
454,coaticook,90,CA,1518300000,92,45.13,-71.8,33.8,2.24
455,roxas,8,PH,1518301689,100,10.32,119.34,76.5,10.2
456,vyartsilya,76,RU,1518301689,86,62.18,30.69,16.69,5.17
457,gazojak,0,TM,1518301689,84,41.19,61.4,14.62,4.16
458,katobu,76,ID,1518301690,100,-4.94,122.53,80.41,8.52
459,narsaq,44,GL,1518299400,31,60.91,-46.05,1.4,20.8
460,port blair,0,IN,1518301690,100,11.67,92.75,79.69,8.08
461,klaksvik,64,FO,1518299400,74,62.23,-6.59,33.8,25.28
462,elizabeth city,90,US,1518300180,82,36.3,-76.22,66.2,8.05
463,okato,92,NZ,1518301691,100,-39.19,173.88,68.58,15.79
464,gueret,90,FR,1518300000,86,46.17,1.87,33.8,4.7
465,guerrero negro,0,MX,1518301692,68,27.97,-114.04,66.69,8.63
466,terme,75,TR,1518299400,93,41.21,36.97,46.4,11.32
467,port lincoln,88,AU,1518301693,94,-34.72,135.86,63.94,10.09
468,saint-francois,0,FR,1518300000,86,46.42,3.91,30.2,2.24
469,kropotkin,0,RU,1518301693,94,45.43,40.58,35.05,12.55
470,palanga,56,RO,1518301694,82,44.45,25.08,35.05,15.68
471,caibarien,75,CU,1518299400,69,22.52,-79.47,78.8,17.22
472,puerto rondon,48,CO,1518301695,27,6.28,-71.1,96.39,12.33
473,nyuksenitsa,68,RU,1518301695,81,60.41,44.24,13.68,9.08
474,samarai,88,PG,1518301696,100,-10.62,150.67,77.62,5.39
475,santo domingo,75,DO,1518300000,94,18.48,-69.94,82.4,2.26
476,hirata,75,JP,1518298800,100,37.21,140.56,39.2,12.75
477,brae,76,GB,1518299400,100,60.4,-1.35,37.4,16.11
478,nichinan,40,JP,1518297000,70,31.65,131.31,44.6,17.22
479,pundaguitan,8,PH,1518301698,100,6.37,126.17,80.14,3.94
480,hailar,48,CN,1518301698,65,49.2,119.7,-10.31,10.09
481,fort nelson,90,CA,1518300420,85,58.81,-122.69,12.2,2.24
482,wanaka,92,NZ,1518301699,100,-44.7,169.14,52.96,2.15
483,superior,90,US,1518300600,78,39.95,-105.17,21.2,7.4
484,esfarayen,40,IR,1518300000,86,37.08,57.51,33.8,2.71
485,fuxin,0,CN,1518301700,40,42.02,121.65,-4.78,7.74
486,coos bay,1,US,1518299760,54,43.37,-124.22,53.6,9.17
487,honggang,44,CN,1518301700,77,29.51,114.87,21.42,1.59
488,las palmas,40,PE,1518300000,43,-6.53,-76.35,91.4,9.17
489,lander,1,US,1518299580,67,42.83,-108.73,21.2,5.82
490,antibes,0,FR,1518300000,65,43.58,7.11,44.6,10.29
491,valparaiso,40,US,1518300900,73,41.47,-87.06,28.4,9.17
492,maltahohe,76,NA,1518301702,80,-24.83,16.98,64.3,9.19
493,san rafael,0,AR,1518301542,18,-34.61,-68.33,75.69,6.62
494,kez,88,RU,1518301704,80,57.9,53.72,6.48,3.04
495,bataipora,88,BR,1518301704,83,-22.3,-53.27,80.1,7.96
496,camacha,75,PT,1518300000,67,33.08,-16.33,59.0,11.41
497,hopelchen,40,MX,1518299040,62,19.77,-89.85,84.2,11.41
498,hofn,64,IS,1518301706,100,64.25,-15.21,32.71,22.28
499,guavata,68,CO,1518301707,66,5.95,-73.7,72.18,2.93
500,venado tuerto,0,AR,1518301707,55,-33.75,-61.97,85.23,5.06
501,razdolinsk,80,RU,1518301708,80,58.42,94.62,6.3,2.59
502,ryazanovskiy,88,RU,1518301708,86,55.55,39.43,20.47,12.1
503,tarboro,40,US,1518301500,93,35.9,-77.54,71.6,12.33
504,salihorsk,76,BY,1518301709,87,52.79,27.54,21.24,3.04
505,naze,40,NG,1518300000,88,5.43,7.07,80.6,5.84
506,puerto escondido,20,MX,1518299100,70,15.86,-97.07,84.2,6.93
507,hun,75,BE,1518301200,91,50.34,4.87,35.6,17.22
508,pudozh,68,RU,1518301710,84,61.81,36.54,17.41,9.75
509,segezha,68,RU,1518301710,86,63.74,34.31,16.92,2.59
510,sao joao da barra,0,BR,1518300000,78,-21.64,-41.05,78.8,17.22
511,manuk mangkaw,44,PH,1518301711,100,4.8,119.85,81.4,17.69
512,pacific grove,1,US,1518299700,67,36.62,-121.92,69.8,10.29
513,sivas,75,TR,1518299400,93,39.75,37.01,37.4,14.99
514,jumla,20,NP,1518301712,81,29.28,82.18,10.35,1.7
515,lookan,44,PH,1518301712,100,5.04,120.1,81.4,17.69
516,omsukchan,56,RU,1518301712,80,62.53,155.8,-14.68,3.15
517,beloha,100,MG,1518301713,83,-25.17,45.06,71.32,11.21
518,warrington,75,GB,1518299400,100,53.39,-2.59,48.2,13.87
519,belgrade,92,RS,1518300000,89,44.82,20.46,35.6,6.93
520,lasa,0,CY,1518300000,49,34.92,32.53,69.8,12.75
521,vawkavysk,92,BY,1518301714,88,53.15,24.45,23.04,5.28
522,vila do maio,75,CV,1518300000,63,15.13,-23.22,66.2,23.04
523,cumra,32,TR,1518299400,86,37.57,32.77,37.4,2.24
524,pedernales,76,EC,1518301715,94,0.07,-80.05,77.58,5.28
525,maniitsoq,44,GL,1518301716,100,65.42,-52.9,-1.67,6.17
526,victor harbor,75,AU,1518300000,63,-35.55,138.62,66.2,13.87
527,poso,92,ID,1518301716,100,-1.4,120.75,76.68,4.16
528,umuarama,100,BR,1518301717,95,-23.76,-53.31,73.98,7.63
529,wattegama,56,LK,1518301717,99,7.35,80.68,65.25,3.49
530,svetlaya,0,RU,1518301717,100,46.54,138.33,11.29,16.58
531,lyngseidet,0,NO,1518299400,100,69.58,20.21,32.0,8.05
532,rorvik,0,NO,1518301719,100,64.86,11.24,32.22,21.16
533,vao,76,EE,1518301719,91,59.1,26.19,20.43,3.49
534,formosa,75,AR,1518300000,78,-26.19,-58.17,82.4,5.82
535,visnes,92,NO,1518299400,100,59.36,5.22,37.4,24.16
536,kattivakkam,8,IN,1518298200,88,13.22,80.32,75.2,4.72
537,chuka,100,KE,1518301721,85,-0.33,37.65,66.24,3.38
538,nancha,12,CN,1518301721,71,47.14,129.26,-7.03,3.71
539,kondinskoye,68,RU,1518301721,78,59.65,67.41,5.13,1.7
540,moussoro,0,TD,1518301722,52,13.64,16.49,72.0,2.37
541,igarka,76,RU,1518301722,78,67.47,86.57,4.97,6.98
542,havelock,40,US,1518300840,100,34.88,-76.9,71.6,6.93
543,peniche,40,PT,1518300000,81,39.36,-9.38,51.8,12.75
544,ribeira brava,75,PT,1518300000,62,32.65,-17.07,59.0,19.46
